,Box,slot,month,day,year,session,river,site,habitat,egg,JULIAN.DAY,TEMP,CONDUCTIVITY,membrane.diameter.1,membrane.diameter.2,membrane.diameter.3,membrane.diameter.4,yolk.diameter.1,yolk.diameter.2,yolk.diameter.3,yolk.diameter.4,larval.length,MEMBRANE.AVE,MEMBRANE.SD,membrane.cv,yolk.to.membrane.ratio,YOLK.AVE,YOLK.SD,yolk.cv,Egg.Stage,compact.diffuse,Pigment,sticky.debris,deflated,comments,Questionable.genetics,common.name,Lab,Family,Genus,species,common.name.ACGC,Family.ACGC,Genus.ACGC,species.ACGC
1420,Box 12,I1,6,21,2014,7,IAR,MTH,THAL,22,172,26.3,473,4.852254,3.141522,3.729684,4.189384,1.668267,1.12735,1.27898,1.370699,0,3.978211,0.7235006,0.181865819,0.342195022,1.361324,0.227908068,0.167416477,5,C,N,N,Y,,NO,Grass Carp,Roe,Cyprinidae,Ctenopharyngodon,Ctenopharyngodon idella,ACGC,ACGC,ACGC,ACGC
1421,Box 2,E1,6,21,2014,7,UMR,DNS,CHAN,3,172,25.2,367,1.432251,1.448172,1.402075,1.476863,0.9341098,0.9459524,1.062137,1.141339,0,1.43984025,0.031219187,0.021682396,0.709026262,1.02088455,0.098920378,0.096896733,4,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1422,Box 9,C3,6,20,2014,7,UMR,DND,THAL,1,171,25.7,347,1.51951,1.49605,1.498944,1.548752,1.034886,1.147082,1.091113,1.085073,1.541573,1.515814,0.024315872,0.016041461,0.71878113,1.0895385,0.045900508,0.042128395,7,C,Y,N,N,,,,Roe,,,,,,,
1423,Box 1,D1,5,27,2014,4,UMR,UPD,THAL,1,147,19.9,328,2.294353,1.724464,2.274314,2.104277,2.16056,1.686621,2.008908,2.011703,0,2.099352,0.264072187,0.125787475,0.936931015,1.966948,0.199860355,0.101609374,D,D,N,N,Y,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
1424,Box 5,D7,6,5,2014,5,IAR,UPE,CHAN,1,156,25.3,584,1.217031,1.452875,1.405435,1.297712,1.205018,1.405285,1.205715,1.166756,0,1.34326325,0.106285088,0.079124541,0.927363642,1.2456935,0.107940342,0.086650803,5,C,N,Y,Y,,,,Roe,,,,,,,
1425,Box 3,D2,5,27,2014,4,UMR,UPS,CHAN,1,147,20.7,316,3.659601,3.429011,3.376884,3.628139,1.377516,1.412989,1.321269,1.471742,0,3.52340875,0.141300144,0.04010325,0.396172882,1.395879,0.063118404,0.045217676,4,C,N,N,N,,,,Roe,,,,,,,
1426,Box 8,E1,7,28,2014,11,IAR,MTH,CHAN,5,209,24.2,472,1.602187,1.598867,1.599818,1.514706,1.069745,1.193378,1.05064,1.087133,0,1.5788945,0.042815097,0.027117136,0.696831866,1.100224,0.063865965,0.058048148,5,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1427,Box 18,G8,7,28,2014,11,UMR,DNI,THAL,18,209,24.7,504,2.626422,2.671513,2.531878,2.551957,0.6952616,0.6824397,0.6659903,0.7506283,0,2.5954425,0.065007396,0.025046749,0.269156406,0.698579975,0.036708923,0.052547918,4,C,N,Y,Y,,,,UWSP,,,,,,,
1428,Box 5,D8,7,28,2014,11,UMR,DNI,CHAN,2,209,24.7,504,1.374862,1.380912,1.371808,1.349252,1.374862,1.380912,1.371808,1.349252,0,1.3692085,0.013831766,0.010102016,1,1.3692085,0.013831766,0.010102016,D,D,N,N,N,,,,Roe,,,,,,,
1429,Box 10,F3,8,7,2014,12,UMR,DNI,THAL,3,219,25.8,489,3.007068,2.531368,2.658994,2.807868,1.094886,0.8164676,0.9071924,0.8828827,0,2.7513245,0.204538251,0.07434174,0.336331529,0.925357175,0.119346836,0.128973806,6,C,N,Y,Y,,,,Roe,,,,,,,
1430,Box 2,E2,7,28,2014,11,UMR,DNI,THAL,2,209,24.7,504,1.468211,1.552629,1.51821,1.388334,1.025163,0.9481853,1.103678,1.031638,0,1.481846,0.071327837,0.048134446,0.693166547,1.027166075,0.06355063,0.061869869,4,C,Y,N,N,INCORRECT LABEL IN BOXES - SHOULD BE DNI NOT DND,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1431,Box 18,G9,7,28,2014,11,UMR,DNI,THAL,19,209,24.7,504,1.403976,1.24921,1.359943,1.390214,1.403976,1.24921,1.359943,1.390214,0,1.35083575,0.070202725,0.051969845,1,1.35083575,0.070202725,0.051969845,D,D,N,N,Y,,,,UWSP,,,,,,,
1432,Box 7,E5,8,31,2014,15,IAR,MTH,CHAN,4,243,27.8,432,1.006943,0.9427451,1.081576,1.027355,0.8829311,0.9823917,0.9801082,0.9372512,0,1.014654775,0.057359158,0.056530713,0.932012122,0.94567055,0.046695891,0.049378603,4,C,N,Y,Y,,NO,Channel Shiner,Roe,Cyprinidae,Notropis,Notropis wickliffi,Channel Shiner,Cyprinidae,Notropis,Notropis wickliffi
1433,Box 17,I3,6,21,2014,7,UMR,DNI,BACK,23,172,25.4,393,4.115655,3.502945,3.903409,4.088998,2.308055,1.131605,2.138734,2.155695,0,3.90275175,0.282760988,0.072451697,0.495425375,1.93352225,0.540005756,0.279286032,6,C,N,N,Y,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
1434,Box 11,H1,6,21,2014,7,UMR,DNI,THAL,2,172,25.4,393,3.063089,2.806156,2.77372,2.744482,1.287614,1.160713,0.8881915,1.28836,3.096411,2.84686175,0.146335813,0.051402501,0.406138312,1.156219625,0.188489457,0.163022192,8,C,N,Y,Y,EMBRYO BROKEN; likely an AC or GC,YES,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1435,Box 16,I1,6,20,2014,7,DSM,MTH,CHAN,8,171,28.3,510,1.37835,1.392042,1.405557,1.38284,1.059237,1.326817,1.07692,1.126823,2.079701,1.38969725,0.012011265,0.008643081,0.825682896,1.14744925,0.122955287,0.107155316,7,C,Y,N,N,,,,Roe,,,,,,,
1436,Box 16,I2,6,20,2014,7,DSM,MTH,CHAN,9,171,28.3,510,1.374409,1.390458,1.374902,1.348755,1.245249,1.273528,1.234365,1.238302,2.178217,1.372131,0.017274104,0.012589253,0.909432846,1.247861,0.017693068,0.014178717,7,C,Y,N,N,likely a drum,YES,Striped Bass,Roe,Moronidae,Morone,Morone saxatilis,Striped Bass,Moronidae,Morone,Morone saxatilis
1437,Box 2,E3,5,28,2014,4,IAR,MTH,CHAN,2,148,22.8,487,1.596275,1.62099,1.651421,1.607479,1.294747,1.26386,1.304416,1.212598,0,1.61904125,0.023834384,0.014721295,0.783738679,1.26890525,0.041331063,0.032572222,5,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1438,Box 16,I3,6,20,2014,7,DSM,MTH,CHAN,10,171,28.3,510,1.311817,1.353553,1.301588,1.352157,1.14828,1.252665,1.198231,1.222083,1.997987,1.32977875,0.026977422,0.020287151,0.906402475,1.20531475,0.0440695,0.036562649,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1439,Box 10,F4,8,7,2014,12,CDR,CON,CHAN,1,219,23.4,473,1.944708,1.766557,1.831459,1.930095,0.8419485,0.8788154,0.8869904,0.8358654,0,1.86820475,0.084391282,0.045172395,0.460819364,0.860904925,0.02573947,0.029898157,6,C,N,Y,Y,likley not a drum,YES,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1440,Box 18,H1,7,28,2014,11,UMR,DNI,THAL,20,209,24.7,504,1.464937,1.465598,1.454132,1.480818,1.377849,1.406474,1.304881,1.359742,0,1.46637125,0.010972129,0.007482504,0.92898473,1.3622365,0.042804137,0.031421957,4,C,Y,N,N,,,,UWSP,,,,,,,
1441,Box 5,D9,6,5,2014,5,SKK,DNC,THAL,3,156,24.2,558,1.371923,1.380001,1.376704,1.375282,1.219912,1.036438,1.224502,1.191898,0,1.3759775,0.003348584,0.002433604,0.848987356,1.1681875,0.089007238,0.076192596,5,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1442,Box 8,E2,7,20,2014,10,UMR,UPI,BACK,8,201,24.6,468,1.431165,1.342161,1.372381,1.413397,1.121054,1.245894,1.072828,1.195426,1.871313,1.389776,0.040169537,0.028903606,0.833803793,1.1588005,0.076904213,0.066365361,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1443,Box 11,H2,6,21,2014,7,UMR,DNI,THAL,3,172,25.4,393,2.033105,3.946831,3.500879,3.239808,1.404665,1.371005,0.8513816,1.398081,4.044823,3.18015575,0.818522685,0.257384464,0.395038246,1.25628315,0.270327068,0.215180048,8,C,N,Y,Y,,NO,Grass Carp,Roe,Cyprinidae,Ctenopharyngodon,Ctenopharyngodon idella,ACGC,ACGC,ACGC,ACGC
1444,Box 18,H2,7,28,2014,11,UMR,DNI,THAL,21,209,24.7,504,1.405958,1.410618,1.414761,1.377616,1.154515,1.402906,1.167027,1.334859,0,1.40223825,0.016804079,0.011983755,0.902005597,1.26482675,0.123428614,0.097585392,5,C,Y,N,N,,,,UWSP,,,,,,,
1445,Box 4,E2,5,27,2014,4,UMR,UPS,THAL,2,147,20.7,316,3.094282,2.596059,2.829167,2.965046,1.360101,1.215908,1.492108,1.10878,0,2.8711385,0.212949116,0.074168876,0.4507704,1.29422425,0.167352651,0.129307306,4,C,N,N,Y,,,,Roe,,,,,,,
1446,Box 14,I3,5,27,2014,4,UMR,DNS,CHAN,7,147,20.7,307,1.423757,1.085102,1.147415,1.325954,1.03523,1.220814,0.9948715,1.10513,0,1.245557,0.156627559,0.12574901,0.874316772,1.089011375,0.098972209,0.090882622,6,C,Y,N,Y,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1447,Box 6,F1,7,31,2014,11,DSM,KQA,CHAN,4,212,24.5,550,NA,NA,NA,NA,1.168053,1.180124,1.040561,1.165176,0,NA,NA,NA,NA,1.1384785,0.06559876,NA,6,C,N,N,NO MEMBRANE,,,,Roe,,,,,,,
1448,Box 18,H3,7,28,2014,11,UMR,DNI,THAL,22,209,24.7,504,1.467146,1.035545,1.374166,1.388942,1.114229,0.8419269,1.137841,0.9736895,0,1.31644975,0.191662142,0.145590169,0.772472781,1.0169216,0.137334617,0.135049365,5,C,Y,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1449,Box 11,H3,5,27,2014,4,UMR,DNS,THAL,1,147,20.7,307,3.90397,3.703275,3.782738,3.605666,1.585542,1.531961,1.550478,1.538381,0,3.74891225,0.126213224,0.033666625,0.413877519,1.5515905,0.023900838,0.015404089,5,C,N,N,Y,,NO,Bighead Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys nobilis,ACGC,ACGC,ACGC,ACGC
1450,Box 18,H4,7,28,2014,11,UMR,DNI,THAL,23,209,24.7,504,1.369422,1.353459,1.334859,1.384174,1.154636,0.963791,1.026479,1.118546,0,1.3604785,0.021190368,0.015575673,0.783447147,1.065863,0.086844567,0.081478171,6,C,Y,N,N,,,,UWSP,,,,,,,
1451,Box 9,C4,8,6,2014,12,UMR,UPS,CHAN,2,218,26.8,474,1.40704,1.595661,1.36973,1.542148,0.7290829,0.7450403,0.7880615,0.6966486,2.008911,1.47864475,0.107571881,0.072750321,0.500261016,0.739708325,0.038006574,0.051380487,7,C,N,Y,Y,,NO,Emerald Shiner,Roe,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
1452,Box 2,E4,6,13,2014,6,CDR,CON,THAL,2,164,22.7,569,2.35767,1.844803,2.182303,2.074348,1.655095,1.522938,1.600288,1.414808,0,2.114781,0.214536116,0.10144602,0.732124154,1.54828225,0.104197358,0.067298684,D,D,N,Y,Y,,,,Roe,,,,,,,
1453,Box 9,D1,6,5,2014,5,IAR,DNE,THAL,2,156,25.3,582,1.625824,1.641869,1.647299,1.615126,1.625824,1.641869,1.647299,1.615126,0,1.6325295,0.014755902,0.009038674,1,1.6325295,0.014755902,0.009038674,D,D,N,Y,N,,NO,River Carpsucker,Roe,Catostomidae,Carpiodes,Carpiodes carpio,River Carpsucker,Catostomidae,Carpiodes,Carpiodes carpio
1454,Box 5,E1,8,6,2014,12,SKK,DNC,CHAN,1,218,25.2,433,1.15999,1.193144,1.142992,1.140665,1.17597,1.141584,1.068911,1.146213,2.67612,1.15919775,0.024214766,0.020889245,0.977546325,1.1331695,0.045467843,0.040124486,7,C,Y,N,N,,,,Roe,,,,,,,
1455,Box 18,H5,7,28,2014,11,UMR,DNI,THAL,24,209,24.7,504,1.381429,1.384939,1.371896,1.366626,1.071798,1.167836,1.006481,1.078936,0,1.3762225,0.008443862,0.006135536,0.785674373,1.08126275,0.06628784,0.061305949,5,C,Y,N,N,,,,UWSP,,,,,,,
1456,Box 8,E3,6,21,2014,7,UMR,UPS,CHAN,1,172,25.1,340,2.406227,2.525153,2.678913,1.994092,1.901598,1.76083,1.061973,2.052525,3.616465,2.40109625,0.293400186,0.122194263,0.705607491,1.6942315,0.438011137,0.258530866,8,C,N,N,Y,,,,Roe,,,,,,,
1457,Box 13,H2,7,28,2014,11,UMR,DNI,THAL,7,209,24.7,504,2.496959,2.568773,2.505623,2.410399,1.190343,1.021338,1.076974,1.073658,0,2.4954385,0.065104279,0.026089314,0.437028703,1.09057825,0.071224032,0.065308502,6,C,N,N,Y,,,,Roe,,,,,,,
1458,Box 2,E5,6,4,2014,5,DSM,MTH,CHAN,2,155,24.7,457,1.448654,1.434251,1.463382,1.389152,1.253362,1.064192,1.212338,1.407648,0,1.43385975,0.032090336,0.022380387,0.860882663,1.234385,0.141223135,0.114407688,3,C,Y,N,N,,,,Roe,,,,,,,
1459,Box 6,F2,7,20,2014,10,IAR,MTH,CHAN,4,201,25,483,1.358816,1.149821,1.35619,1.303692,1.358816,1.149821,1.35619,1.303692,0,1.29212975,0.098211061,0.07600712,1,1.29212975,0.098211061,0.07600712,D,D,N,N,N,,,,Roe,,,,,,,
1460,Box 2,E6,5,27,2014,4,SKK,MTH,BACK,2,147,24.1,438,1.501775,1.531231,1.530077,1.525926,1.42167,1.017858,1.332018,1.259164,0,1.52225225,0.013840266,0.009091966,0.826195199,1.2576775,0.173143151,0.137668958,6,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1461,Box 2,E7,7,20,2014,10,UMR,UPI,THAL,2,201,24.6,468,1.711547,1.632935,1.659781,1.667586,0.9371917,1.051105,1.067864,1.120025,2.338159,1.66796225,0.032627254,0.019561146,0.62594128,1.044046425,0.077044958,0.073794571,8,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1462,Box 3,E1,5,28,2014,4,CDR,CON,THAL,2,148,23.4,465,1.513599,1.495806,1.46764,1.498945,1.123546,1.288836,1.185208,1.146214,0,1.4939975,0.01920664,0.012855871,0.793810565,1.185951,0.073164856,0.061692984,5,C,Y,N,N,,,,Roe,,,,,,,
1463,Box 16,I4,6,20,2014,7,DSM,MTH,THAL,4,171,28.3,510,1.538636,1.556364,1.564956,1.548831,1.198797,1.207732,1.172208,1.267371,2.50938,1.55219675,0.011186102,0.007206626,0.780524118,1.211527,0.040170433,0.033156861,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1464,Box 8,E4,7,20,2014,10,UMR,DNI,BACK,2,201,24.7,476,2.138321,2.750868,2.447954,2.489403,0.8170025,1.08217,0.9342782,0.8282199,2.388221,2.4566365,0.251028526,0.10218383,0.372630485,0.91541765,0.123086766,0.134459682,8,C,N,Y,Y,,,,Roe,,,,,,,
1465,Box 5,E2,6,21,2014,7,UMR,UPI,BACK,1,172,25.1,340,3.098498,2.135729,2.689694,2.300562,1.166181,1.177233,1.262753,1.085653,0,2.55612075,0.429749692,0.16812574,0.458880904,1.172955,0.072455753,0.06177198,4,C,N,N,Y,,,,Roe,,,,,,,
1466,Box 18,H6,7,28,2014,11,UMR,DNI,THAL,25,209,24.7,504,1.368339,1.306179,1.345101,1.35362,1.125156,1.086278,1.087637,1.093283,0,1.34330975,0.026549738,0.01976442,0.817449959,1.0980885,0.018298125,0.016663616,5,C,Y,N,Y,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1467,Box 6,F3,6,4,2014,5,DSM,MTH,BACK,1,155,24.7,457,1.389391,1.377516,1.375498,1.391452,0.8100423,1.158784,0.9083283,0.9266148,1.733198,1.38346425,0.008119387,0.005868881,0.687363154,0.95094235,0.147714547,0.155334913,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1468,Box 18,H7,7,28,2014,11,UMR,DNI,THAL,26,209,24.7,504,1.534507,1.517237,1.538211,1.507394,1.065863,1.144694,1.14676,1.221017,0,1.52433725,0.014530336,0.009532232,0.750872879,1.1445835,0.06336073,0.055357019,5,C,Y,N,N,,,,UWSP,,,,,,,
1469,Box 2,E8,6,5,2014,5,IAR,MTH,THAL,2,156,24.1,489,2.22728,1.325429,1.576489,1.547228,0.8454285,0.9624362,0.9496402,0.9088861,0,1.6691065,0.388631895,0.232838285,0.549154742,0.91659775,0.05265453,0.057445625,5,C,N,Y,Y,,,,Roe,,,,,,,
1470,Box 6,F4,7,20,2014,10,UMR,DNI,CHAN,2,201,24.7,476,1.852333,1.887595,1.940399,2.089268,1.232,1.054956,0.9740422,1.108654,2.193409,1.94239875,0.104386886,0.053741224,0.562404115,1.09241305,0.108263527,0.099104937,8,C,N,Y,N,,,,Roe,,,,,,,
1471,Box 13,H3,7,28,2014,11,UMR,DNI,THAL,8,209,24.7,504,1.401364,1.429234,1.435274,1.454422,1.17652,1.256927,1.167619,1.110293,0,1.4300735,0.021945651,0.01534582,0.823621828,1.17783975,0.060342252,0.051231292,5,C,Y,N,N,,,,Roe,,,,,,,
1472,Box 5,E3,6,5,2014,5,SKK,UPC,BACK,1,156,24.2,582,1.241665,1.241665,1.27353,1.238,1.111535,1.158784,1.124618,1.116242,0,1.248715,0.016633304,0.013320337,0.903164253,1.12779475,0.02135627,0.018936309,6,C,Y,Y,N,one piece of debris,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1473,Box 8,E5,7,20,2014,10,CDR,CON,CHAN,3,201,24.8,559,NA,NA,NA,NA,0.8320094,0.8141741,0.8053035,0.9268599,1.790898,NA,NA,NA,NA,0.844586725,0.055961784,NA,8,C,N,N,NO MEMBRANE,late stage embryo without a membrane,,,Roe,,,,,,,
1474,Box 5,E4,5,7,2014,2,IAR,MTH,BACK,1,127,15.1,498,1.478034,1.413435,1.433959,1.52399,1.501114,1.369131,1.381921,1.386878,0,1.4623545,0.049139948,0.033603308,0.964035054,1.409761,0.061359229,0.043524561,4,C,N,Y,Y,large debris,NO,Buffalo sp.,Roe,Catostomidae,Ictiobus,Ictiobus sp.,Buffalo sp.,Catostomidae,Ictiobus,Ictiobus sp.
1475,Box 5,E5,5,28,2014,4,IAR,UPE,CHAN,2,148,24.3,612,1.823091,2.36147,1.942091,1.870772,1.455346,1.154372,1.434397,1.319191,0,1.999356,0.246312149,0.123195744,0.670629193,1.3408265,0.137965611,0.102895946,6,C,N,N,Y,,NO,Banded Darter,Roe,Percidae,Etheostoma,Etheostoma zonale,Banded Darter,Percidae,Etheostoma,Etheostoma zonale
1476,Box 2,E9,8,14,2014,13,CDR,CON,THAL,2,226,26.5,421,1.177708,1.099473,1.128651,1.137581,0.8058025,1.056081,0.9389802,0.8280722,0,1.13585325,0.032301704,0.028438272,0.798724637,0.907233975,0.115062578,0.126827898,4,C,N,N,Y,diffuse but not all the way through egg,,,Roe,,,,,,,
1477,Box 5,E6,6,5,2014,5,UMR,UPI,CHAN,1,156,24.3,331,1.375282,1.71476,1.520315,1.517657,1.022791,0.8121108,0.9573384,0.9330053,0,1.5320035,0.139408285,0.090997367,0.607904208,0.931311375,0.088048423,0.094542411,6,C,N,Y,Y,,,,Roe,,,,,,,
1478,Box 9,D3,6,20,2014,7,UMR,DND,THAL,2,171,25.7,347,NA,NA,NA,NA,0.99228,0.7887043,0.8360954,0.7630945,1.544469,NA,NA,NA,NA,0.84504355,0.102710596,NA,7,C,N,N,NO MEMBRANE,,,,Roe,,,,,,,
1479,Box 5,E7,6,5,2014,5,IAR,UPE,CHAN,2,156,25.3,584,1.52533,1.513541,1.514233,1.500424,1.034328,0.9298531,1.203353,0.9958489,1.995093,1.513382,0.010188457,0.006732244,0.687761418,1.04084575,0.116612138,0.112035946,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1480,Box 6,F5,5,5,2014,2,DSM,KQA,THAL,3,125,17,503,2.8118,2.870653,2.876097,2.909475,2.653133,2.584747,2.653106,2.604683,0,2.86700625,0.04060897,0.014164242,0.915211556,2.62391725,0.034688173,0.013219995,4,C,N,Y,N,,NO,Goldeye,Roe,Hiodontidae,Hiodon,Hiodon alosoides,Goldeye,Hiodontidae,Hiodon,Hiodon alosoides
1481,Box 6,F6,6,5,2014,5,SKK,UPC,THAL,4,156,24.2,582,1.309577,1.358044,1.346763,1.310138,1.300673,1.170608,1.280755,1.244631,0,1.3311305,0.024992999,0.018775769,0.938425459,1.24916675,0.05727932,0.045854022,5,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1482,Box 2,F1,5,27,2014,4,UMR,DND,THAL,2,147,19.9,332,2.735556,2.138023,2.475141,2.181364,2.369218,1.985073,2.648212,2.087916,0,2.382521,0.278959726,0.117085946,0.953865569,2.27260475,0.298440038,0.131320696,D,D,N,Y,N,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
1483,Box 14,I4,5,27,2014,4,UMR,DNS,CHAN,8,147,20.7,307,1.426777,1.448104,1.460591,1.429219,1.32253,1.190095,1.241032,1.166357,2.100051,1.44117275,0.016075244,0.01115428,0.85347402,1.2300035,0.069104622,0.05618246,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1484,Box 6,F7,5,7,2014,2,IAR,UPE,BACK,2,127,16.1,562,1.856547,1.891869,1.940625,1.801791,1.856547,1.891869,1.940625,1.801791,0,1.872708,0.058510004,0.031243527,1,1.872708,0.058510004,0.031243527,D,D,N,Y,N,,,,Roe,,,,,,,
1485,Box 7,E6,8,16,2014,13,UMR,UPS,CHAN,2,228,25,447,1.138676,1.364892,1.24638,1.285636,1.067844,1.197674,1.216801,1.318123,0,1.258896,0.094091584,0.074741348,0.953303927,1.2001105,0.102803837,0.085661976,D,D,N,N,N,,,,Roe,,,,,,,
1486,Box 7,E7,9,1,2014,15,CDR,CON,CHAN,6,244,24.8,454,1.141278,1.235966,1.132979,1.208917,0.8883882,1.11174,0.9549988,0.9175171,0,1.179785,0.050591728,0.042882159,0.820624966,0.968161025,0.099526675,0.102799712,5,C,N,N,Y,,,,Roe,,,,,,,
1487,Box 6,F8,7,21,2014,10,UMR,DND,THAL,3,202,24.8,479,1.501717,1.515756,1.543519,1.376184,0.9811393,1.085573,1.131435,0.9090976,2.374128,1.484294,0.07413679,0.049947511,0.691784259,1.026811225,0.100567561,0.097941626,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1488,Box 2,F2,7,28,2014,11,UMR,DNI,THAL,3,209,24.7,504,1.548642,1.518506,1.556759,1.536157,1.468205,1.472444,1.407439,1.374821,0,1.540016,0.016656409,0.010815738,0.929034017,1.43072725,0.047654032,0.033307559,D,D,Y,N,N,INCORRECT LABEL IN BOXES - SHOULD BE DNI NOT DND,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1489,Box 7,E8,6,21,2014,7,UMR,DNS,THAL,3,172,25.2,367,3.532105,2.771111,3.480096,3.440535,0.9418792,1.430737,1.401215,1.693222,3.609678,3.30596175,0.35853349,0.108450586,0.413423809,1.3667633,0.312186555,0.228413036,8,C,N,Y,Y,,,,Roe,,,,,,,
1490,Box 8,E6,7,28,2014,11,UMR,UPI,BACK,3,209,24.7,522,1.105397,0.8796336,1.06461,0.9741782,0.8739834,1.026997,0.987794,0.9489637,0,1.0059547,0.100492092,0.099897234,0.953755199,0.959434525,0.065269903,0.068029554,5,C,N,Y,Y,,,,Roe,,,,,,,
1491,Box 7,E9,6,12,2014,6,DSM,MTH,CHAN,6,163,22.3,500,1.58445,1.560791,1.56134,1.563521,1.58445,1.560791,1.56134,1.563521,0,1.5675255,0.011344435,0.007237161,1,1.5675255,0.011344435,0.007237161,D,D,N,N,N,,,,Roe,,,,,,,
1492,Box 2,F3,5,28,2014,4,IAR,MTH,CHAN,3,148,22.8,487,1.561698,1.517231,1.521717,1.574081,1.561698,1.517231,1.521717,1.574081,0,1.54368175,0.028465137,0.01843977,1,1.54368175,0.028465137,0.01843977,D,D,N,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1493,Box 8,E7,8,6,2014,12,UMR,UPS,THAL,3,218,26.8,474,1.543066,1.54988,1.494121,1.55344,1.147509,0.9972519,1.220814,0.9708252,0,1.53512675,0.027673915,0.018027121,0.706195775,1.084100025,0.119840438,0.110543709,4,C,N,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
